Link,Title,Category,Address,Phone,Site,Reviews,Stars,X,Y,Image
https://www.google.com/maps/place/%D9%81%D8%B1%D8%B9+%D8%B4%D8%B1%D9%83%D8%A9+%D8%A7%D9%84%D8%AF%D9%85%D8%B9%D8%A7%D9%86+%D9%84%D9%86%D9%82%D9%84+%D8%A7%D9%84%D8%B3%D9%8A%D8%A7%D8%B1%D8%A7%D8%AA+-+%D9%81%D8%B1%D8%B9+%D8%AC%D8%A7%D8%B2%D8%A7%D9%86%E2%80%AD/data=!4m7!3m6!1s0x1607fdd1754a4c5d:0x6e591bf58815e073!8m2!3d16.9028125!4d42.6058125!16s%2Fg%2F11k9cz5x72!19sChIJXUxKddH9BxYRc-AViPUbWW4?authuser=0&hl=en&rclk=1,فرع شركة الدمعان لنقل السيارات - فرع جازان,Trucking company,"WJ34+48C, Jazan 82842, Saudi Arabia ",+966539366026,,375,3.6,16.9028125,42.6058125,https://lh3.googleusercontent.com/a-/ALV-UjVM0CQ9NKjhViZj0Y0d5D1Q3shf-PLgniOotY87i94TqMTMpy47=w36-h36-p-rp-mo-ba4-br100
https://www.google.com/maps/place/%D9%85%D8%AD%D8%A7%D9%88%D8%B1+%D8%A7%D9%84%D9%86%D9%82%D9%84+%D8%AC%D8%A7%D8%B2%D8%A7%D9%86%E2%80%AD/data=!4m7!3m6!1s0x1607e3bd8c4bf6a3:0x1a5a66dc48e19a1d!8m2!3d16.8375277!4d42.6143541!16s%2Fg%2F11h2g4hdd4!19sChIJo_ZLjL3jBxYRHZrhSNxmWho?authuser=0&hl=en&rclk=1,محاور النقل جازان,Corporate office,"RJQ7+2P9، شارع الفارابي, Industrial Area, Jazan 82621, Saudi Arabia ",+966532510000,,1 ,5.0,16.8375277,42.6143541,https://lh3.googleusercontent.com/a/ACg8ocLzQb0pNNy4g9RQRLB95KhHOJhO24B9bFO13z5hI1RKreQb1g=w36-h36-p-rp-mo-br100
https://www.google.com/maps/place/%D8%A7%D9%84%D8%A8%D9%8A%D8%AA+%D8%A7%D9%84%D9%86%D8%B8%D9%8A%D9%81+%D9%84%D9%86%D9%82%D9%84+%D8%A7%D9%84%D8%A7%D8%AB%D8%A7%D8%AB%E2%80%AD/data=!4m7!3m6!1s0x15e355361dacfedf:0x7cf468d7eb4f4ec4!8m2!3d18.2124471!4d42.5338846!16s%2Fg%2F11w44tsg19!19sChIJ3_6sHTZV4xURxE5P69do9Hw?authuser=0&hl=en&rclk=1,البيت النظيف لنقل الاثاث,Moving and storage service,"حي، 3776 الامير محمد بن عبدالعزايز, Mansak, Abha 62523, Saudi Arabia ",+966532996009,https://maps.app.goo.gl/GfRmAmptUkjRtwfh9?g_st=com.google.maps.preview.copy,25,4.5,18.2124471,42.5338846,https://lh3.googleusercontent.com/a/ACg8ocIFO0cWHK0OB8devFDkWJW6ypYr9P6dLT7ono_91eoaRIo0rw=w36-h36-p-rp-mo-ba2-br100
https://www.google.com/maps/place/%D9%85%D8%B1%D8%B6%D9%8A%D8%A9+%D9%84%D9%86%D9%82%D9%84+%D8%A7%D9%84%D8%A3%D8%AB%D8%A7%D8%AB%E2%80%AD/data=!4m7!3m6!1s0x15e35519ca6e521f:0x3857ad4f652ade3b!8m2!3d18.2123928!4d42.5333198!16s%2Fg%2F11wqw4d7z6!19sChIJH1JuyhlV4xURO94qZU-tVzg?authuser=0&hl=en&rclk=1,مرضية لنقل الأثاث,Moving and storage service,"3685 الامير محمد بن عبدالعزيز، حي الربوة, Abha 62523, Saudi Arabia ",+966508808351,https://eljwahra.com/,13,5.0,18.2123928,42.5333198,https://lh3.googleusercontent.com/a-/ALV-UjUBJ5WWE5q65c8IDQ19tUPNNj_fKNWWO9_7xryl-SrW8371ixfo=w36-h36-p-rp-mo-br100
https://www.google.com/maps/place/%D8%A7%D9%84%D8%B3%D9%8A%D9%81+%D8%A5%D9%83%D8%B3%D8%A8%D8%B1%D8%B3%E2%80%AD/data=!4m7!3m6!1s0x1607b9ad4c73738d:0xe73b15c4740a7336!8m2!3d16.5907728!4d42.929174!16s%2Fg%2F11s11rb2fx!19sChIJjXNzTK25BxYRNnMKdMQVO-c?authuser=0&hl=en&rclk=1,السيف إكسبرس,Transportation service,"طريق صامطه جيزان, Masfag 86852, Saudi Arabia ",+9668003044400,,89,4.3,16.5907728,42.929174,https://lh3.googleusercontent.com/a-/ALV-UjXhFyedEMVgPv71pEdlzxJOl_0HDKgOmWzQPfULczZrUBN_4aMl=w36-h36-p-rp-mo-ba2-br100
https://www.google.com/maps/place/%D8%AE%D8%AF%D9%85%D8%A7%D8%AA+%D8%B9%D8%A7%D9%85%D9%87%E2%80%AD/data=!4m7!3m6!1s0x1607f5bf6673b7b3:0xd8d926e52054160c!8m2!3d16.9684729!4d42.8303515!16s%2Fg%2F11wc89lxkg!19sChIJs7dzZr_1BxYRDBZUIOUm2dg?authuser=0&hl=en&rclk=1,خدمات عامه,House sitter agency,"An Nasim, Abu Arish 84714, Saudi Arabia ",+966506120675,,,,16.9684729,42.8303515,
https://www.google.com/maps/place/%D8%B4%D8%B1%D9%83%D8%A9+%D9%86%D9%82%D9%84+%D8%B9%D9%81%D8%B4+%D8%A7%D9%84%D8%AE%D9%8A%D9%88%D9%84%E2%80%AD/data=!4m7!3m6!1s0x14367b8c5089b049:0xdc84a094de422cb2!8m2!3d24.222142!4d45.0740834!16s%2Fg%2F11w7krmcmy!19sChIJSbCJUIx7NhQRsixC3pSghNw?authuser=0&hl=en&rclk=1,شركة نقل عفش الخيول,Moving and storage service,,01122068063,,,,24.222142,45.0740834,
https://www.google.com/maps/place/%D8%A3%D9%8A+%D8%AE%D8%AF%D9%85%D8%A9_Any+Service%E2%80%AD/data=!4m7!3m6!1s0x1436635ab615bca7:0x86b426ce58361261!8m2!3d24.0702997!4d32.8855998!16s%2Fg%2F11vrt_4d7r!19sChIJp7wVtlpjNhQRYRI2WM4mtIY?authuser=0&hl=en&rclk=1,أي خدمة_Any Service,Property investment company,"العقاد - شارع چراچ المقاولون العرب, Sheyakhah Oula, Aswan 1, Aswan Governorate 81111 ",01114202846,https://www.facebook.com/AnyServiceAswan?mibextid=ZbWKwL,1 ,1.0,24.0702997,32.8855998,https://lh3.googleusercontent.com/a/ACg8ocJtkwB4NuTrhjXclWq7OKL4JBamKL6D-lk9qJbzYeIXqwtCrg=w36-h36-p-rp-mo-br100
"https://www.google.com/maps/place/%D8%B4%D8%B1%D9%83%D8%A7%D8%AA+%D9%86%D9%82%D9%84+%D8%A7%D9%84%D8%A7%D8%AB%D8%A7%D8%AB+6+%D8%A7%D9%83%D8%AA%D9%88%D8%A8%D8%B1+,+%D8%B4%D8%B1%D9%83%D8%A9+%D9%86%D9%82%D9%84+%D8%A7%D8%AB%D8%A7%D8%AB+%D8%A8%D8%A7%D9%84%D8%B4%D9%8A%D8%AE+%D8%B2%D8%A7%D9%8A%D8%AF+,+%D8%B4%D8%B1%D9%83%D8%A7%D8%AA+%D9%86%D9%82%D9%84+%D8%A7%D9%84%D8%A7%D8%AB%D8%A7%D8%AB+%D8%A8%D8%A7%D9%84%D9%87%D8%B1%D9%85+%D9%88%D9%81%D9%8A%D8%B5%D9%84%E2%80%AD/data=!4m7!3m6!1s0x1458570434990461:0xec5045fe2520e289!8m2!3d29.9724925!4d30.9447688!16s%2Fg%2F11fqcdlm1h!19sChIJYQSZNARXWBQRieIgJf5FUOw?authuser=0&hl=en&rclk=1","شركات نقل الاثاث 6 اكتوبر , شركة نقل اثاث بالشيخ زايد , شركات نقل الاثاث بالهرم وفيصل",Moving and storage service,"ميدان الحصري, First 6th of October, Giza Governorate 12563 ",01002808707,https://furniture-transfer.com/,38,3.6,29.9724925,30.9447688,https://lh3.googleusercontent.com/a/ACg8ocLsitNFjggQCF8-6TLcTA8Z9phrhWzSe1fryJ9fHgRb6T3QMg=w36-h36-p-rp-mo-br100
https://www.google.com/maps/place/%D8%B4%D8%B1%D9%83%D8%A9+%D9%86%D9%82%D9%84+%D8%B9%D9%81%D8%B4%E2%80%AD/data=!4m7!3m6!1s0x14583f064978f31d:0xd9de1f91a0eb4920!8m2!3d30.0629617!4d31.2738526!16s%2Fg%2F11rmtyt45j!19sChIJHfN4SQY_WBQRIEnroJEf3tk?authuser=0&hl=en&rclk=1,شركة نقل عفش,Moving and storage service,"13 Al Sergani, El-Abaseya Sharkeya, Daher, Cairo Governorate 11381 ",01150999542,https://cairotransporter.com/,12,4.1,30.0629617,31.2738526,https://lh3.googleusercontent.com/a-/ALV-UjXCrOQ8ilELqW0bfRa0iPHyDWQ7eDHRS8WoJrCAuV37UDL7UtTs=w36-h36-p-rp-mo-br100
https://www.google.com/maps/place/%D8%B4%D8%B1%D9%83%D8%A9+%D8%A3%D8%AB%D8%A7%D8%AB%D9%83%D9%88+%D9%84%D8%B1%D9%81%D8%B9+%D9%88%D9%86%D9%82%D9%84+%D8%A7%D9%84%D8%A3%D8%AB%D8%A7%D8%AB+%D8%A8%D8%A7%D9%84%D8%A5%D8%B3%D9%83%D9%86%D8%AF%D8%B1%D9%8A%D8%A9%E2%80%AD/data=!4m7!3m6!1s0x14f5dbfe5ec03d25:0x98b3cb560fc79ef4!8m2!3d31.2434615!4d29.9847682!16s%2Fg%2F11px0rkdm5!19sChIJJT3AXv7b9RQR9J7HD1bLs5g?authuser=0&hl=en&rclk=1,شركة أثاثكو لرفع ونقل الأثاث بالإسكندرية,Mover,"Al Saaeh Sq., As Soyouf Qebli (Include Izbat Derbanah), Montaza 1, Alexandria Governorate 21500 ",01270840809,https://l.facebook.com/l.php?u=https://athathku.com/?fbclid=IwAR04fGnaGD4DLmqGe-0OACiwX2dbG1oTfZ0-M29Utroc5oxQHKz7h2co8yE&h=AT1BdP39yxY1B5tS41hEFCJzXKjZO3loc-lJTZEeJ1YDUS2Bf3aXw5UJyg_V33vhKixJ-iWgvkFpuXDXu9kRkqerci5p_iassFc9asycICDwR02nsn_A4H2eXSpy9Z9wwNxKfwixX3hpW1rm_iA0&__tn__=-UK-R&c[0]=AT29vMJgEP_HLQ_TqTWFzvV7vTqFLqxJidqivxpNEqomq1JLlLGrnFeyFQ2by2jPVgkpTxwNu_y_2pZkqKDJkQDx01GvJfRNuc432wj5qUdi9tD3Ze4YyzsmliDou5-Ozyw8fv3Piq_rJq3Rm3Agife7Yd9ok1U0P08JqNYrj1-vsXL7y1Iw7cYMzQ1TVqjXJfJhzn1A,13,4.7,31.2434615,29.9847682,https://lh3.googleusercontent.com/a/ACg8ocLF-Qh_INsS2R6F1AL9IXe80IGnuVH5PLLPVn5TgCGvhhPE-A=w36-h36-p-rp-mo-br100
